orderid;custid;empid;orderdate;requireddate;shippeddate;shipperid;freight;shipname;shipaddress;shipcity;shipregion;shippostalcode;shipcountry
10534;44;8;2007-05-12 00:00:00.000;2007-06-09 00:00:00.000;2007-05-14 00:00:00.000;2;27,94;Ship to 44-A;Magazinweg 4567;Frankfurt a.M.;NULL;10222;Germany
10535;3;4;2007-05-13 00:00:00.000;2007-06-10 00:00:00.000;2007-05-21 00:00:00.000;1;15,64;Destination FQFLS;Mataderos  3456;México D.F.;NULL;10211;Mexico
10536;44;3;2007-05-14 00:00:00.000;2007-06-11 00:00:00.000;2007-06-06 00:00:00.000;2;58,88;Ship to 44-B;Magazinweg 5678;Frankfurt a.M.;NULL;10223;Germany
10537;68;1;2007-05-14 00:00:00.000;2007-05-28 00:00:00.000;2007-05-19 00:00:00.000;1;78,85;Ship to 68-B;Starenweg 7890;Genève;NULL;10295;Switzerland
10538;11;9;2007-05-15 00:00:00.000;2007-06-12 00:00:00.000;2007-05-16 00:00:00.000;3;4,87;Destination DLEUN;Fauntleroy Circus 4567;London;NULL;10132;UK
10539;11;6;2007-05-16 00:00:00.000;2007-06-13 00:00:00.000;2007-05-23 00:00:00.000;3;12,36;Destination DLEUN;Fauntleroy Circus 4567;London;NULL;10132;UK
10540;63;3;2007-05-19 00:00:00.000;2007-06-16 00:00:00.000;2007-06-13 00:00:00.000;3;1007,64;Ship to 63-C;Taucherstraße 3456;Cunewalde;NULL;10281;Germany
10541;34;2;2007-05-19 00:00:00.000;2007-06-16 00:00:00.000;2007-05-29 00:00:00.000;1;68,65;Destination SCQXA;Rua do Paço, 7890;Rio de Janeiro;RJ;10195;Brazil
10542;39;1;2007-05-20 00:00:00.000;2007-06-17 00:00:00.000;2007-05-26 00:00:00.000;3;10,95;Destination DKMQA;Maubelstr. 0123;Brandenburg;NULL;10208;Germany
10543;46;8;2007-05-21 00:00:00.000;2007-06-18 00:00:00.000;2007-05-23 00:00:00.000;2;48,17;Ship to 46-B;Carrera 1234 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10228;Venezuela
10544;48;4;2007-05-21 00:00:00.000;2007-06-18 00:00:00.000;2007-05-30 00:00:00.000;1;24,91;Ship to 48-C;7890 Chiaroscuro Rd.;Portland;OR;10234;USA
10545;43;8;2007-05-22 00:00:00.000;2007-06-19 00:00:00.000;2007-06-26 00:00:00.000;2;11,92;Ship to 43-B;3456 Orchestra Terrace;Walla Walla;WA;10221;USA
10546;84;1;2007-05-23 00:00:00.000;2007-06-20 00:00:00.000;2007-05-27 00:00:00.000;3;194,72;Ship to 84-C;5678, rue du Commerce;Lyon;NULL;10344;France
10547;72;3;2007-05-23 00:00:00.000;2007-06-20 00:00:00.000;2007-06-02 00:00:00.000;2;178,43;Ship to 72-C;1234 Wadhurst Rd.;London;NULL;10309;UK
10548;79;3;2007-05-26 00:00:00.000;2007-06-23 00:00:00.000;2007-06-02 00:00:00.000;2;1,43;Ship to 79-A;Luisenstr. 7890;Münster;NULL;10326;Germany
10549;63;5;2007-05-27 00:00:00.000;2007-06-10 00:00:00.000;2007-05-30 00:00:00.000;1;171,24;Ship to 63-C;Taucherstraße 3456;Cunewalde;NULL;10281;Germany
10550;30;7;2007-05-28 00:00:00.000;2007-06-25 00:00:00.000;2007-06-06 00:00:00.000;3;4,32;Destination GGQIR;C/ Romero, 6789;Sevilla;NULL;10184;Spain
10551;28;4;2007-05-28 00:00:00.000;2007-07-09 00:00:00.000;2007-06-06 00:00:00.000;3;72,95;Destination OTSWR;Jardim das rosas n. 9012;Lisboa;NULL;10177;Portugal
10552;35;2;2007-05-29 00:00:00.000;2007-06-26 00:00:00.000;2007-06-05 00:00:00.000;1;83,22;Destination UOUWK;Carrera 9012 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10197;Venezuela
10553;87;2;2007-05-30 00:00:00.000;2007-06-27 00:00:00.000;2007-06-03 00:00:00.000;2;149,49;Ship to 87-B;Torikatu 2345;Oulu;NULL;10351;Finland
10554;56;4;2007-05-30 00:00:00.000;2007-06-27 00:00:00.000;2007-06-05 00:00:00.000;3;120,97;Ship to 56-C;Mehrheimerstr. 2345;Köln;NULL;10260;Germany
10555;71;6;2007-06-02 00:00:00.000;2007-06-30 00:00:00.000;2007-06-04 00:00:00.000;3;252,49;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10556;73;2;2007-06-03 00:00:00.000;2007-07-15 00:00:00.000;2007-06-13 00:00:00.000;1;9,80;Ship to 73-A;Vinbæltet 1234;Kobenhavn;NULL;10310;Denmark
10557;44;9;2007-06-03 00:00:00.000;2007-06-17 00:00:00.000;2007-06-06 00:00:00.000;2;96,72;Ship to 44-C;Magazinweg 6789;Frankfurt a.M.;NULL;10224;Germany
10558;4;1;2007-06-04 00:00:00.000;2007-07-02 00:00:00.000;2007-06-10 00:00:00.000;2;72,97;Ship to 4-B;Brook Farm Stratford St. Mary 1234;Colchester;Essex;10239;UK
10559;7;6;2007-06-05 00:00:00.000;2007-07-03 00:00:00.000;2007-06-13 00:00:00.000;1;8,05;Ship to 7-B;1234, place Kléber;Strasbourg;NULL;10330;France
10560;25;8;2007-06-06 00:00:00.000;2007-07-04 00:00:00.000;2007-06-09 00:00:00.000;1;36,65;Destination QOCBL;Berliner Platz 1234;München;NULL;10169;Germany
10561;24;2;2007-06-06 00:00:00.000;2007-07-04 00:00:00.000;2007-06-09 00:00:00.000;2;242,21;Destination YCMPK;Åkergatan 8901;Bräcke;NULL;10166;Sweden
10562;66;1;2007-06-09 00:00:00.000;2007-07-07 00:00:00.000;2007-06-12 00:00:00.000;1;22,95;Ship to 66-B;Strada Provinciale 1234;Reggio Emilia;NULL;10289;Italy
10563;67;2;2007-06-10 00:00:00.000;2007-07-22 00:00:00.000;2007-06-24 00:00:00.000;2;60,43;Ship to 67-B;Av. Copacabana, 4567;Rio de Janeiro;RJ;10292;Brazil
10564;65;4;2007-06-10 00:00:00.000;2007-07-08 00:00:00.000;2007-06-16 00:00:00.000;3;13,75;Ship to 65-B;8901 Milton Dr.;Albuquerque;NM;10286;USA
10565;51;8;2007-06-11 00:00:00.000;2007-07-09 00:00:00.000;2007-06-18 00:00:00.000;2;7,15;Ship to 51-C;8901 rue St. Laurent;Montréal;Québec;10246;Canada
10566;7;9;2007-06-12 00:00:00.000;2007-07-10 00:00:00.000;2007-06-18 00:00:00.000;1;88,40;Ship to 7-C;2345, place Kléber;Strasbourg;NULL;10331;France
10567;37;1;2007-06-12 00:00:00.000;2007-07-10 00:00:00.000;2007-06-17 00:00:00.000;1;33,97;Destination DGKOU;6789 Johnstown Road;Cork;Co. Cork;10204;Ireland
10568;29;3;2007-06-13 00:00:00.000;2007-07-11 00:00:00.000;2007-07-09 00:00:00.000;3;6,54;Destination VPNNG;Rambla de Cataluña, 0123;Barcelona;NULL;10178;Spain
10569;65;5;2007-06-16 00:00:00.000;2007-07-14 00:00:00.000;2007-07-11 00:00:00.000;1;58,98;Ship to 65-B;8901 Milton Dr.;Albuquerque;NM;10286;USA
10570;51;3;2007-06-17 00:00:00.000;2007-07-15 00:00:00.000;2007-06-19 00:00:00.000;3;188,99;Ship to 51-C;8901 rue St. Laurent;Montréal;Québec;10246;Canada
10571;20;8;2007-06-17 00:00:00.000;2007-07-29 00:00:00.000;2007-07-04 00:00:00.000;3;26,06;Destination RVDMF;Kirchgasse 9012;Graz;NULL;10157;Austria
10572;5;3;2007-06-18 00:00:00.000;2007-07-16 00:00:00.000;2007-06-25 00:00:00.000;2;116,43;Ship to 5-B;Berguvsvägen  0123;Luleå;NULL;10268;Sweden
10573;3;7;2007-06-19 00:00:00.000;2007-07-17 00:00:00.000;2007-06-20 00:00:00.000;3;84,84;Destination LANNN;Mataderos  4567;México D.F.;NULL;10212;Mexico
10574;82;4;2007-06-19 00:00:00.000;2007-07-17 00:00:00.000;2007-06-30 00:00:00.000;2;37,60;Ship to 82-A;8901 DaVinci Blvd.;Kirkland;WA;10337;USA
10575;52;5;2007-06-20 00:00:00.000;2007-07-04 00:00:00.000;2007-06-30 00:00:00.000;1;127,34;Ship to 52-C;Heerstr. 1234;Leipzig;NULL;10249;Germany
10576;80;3;2007-06-23 00:00:00.000;2007-07-07 00:00:00.000;2007-06-30 00:00:00.000;3;18,56;Ship to 80-C;Avda. Azteca 5678;México D.F.;NULL;10334;Mexico
10577;82;9;2007-06-23 00:00:00.000;2007-08-04 00:00:00.000;2007-06-30 00:00:00.000;2;25,41;Ship to 82-B;9012 DaVinci Blvd.;Kirkland;WA;10338;USA
10578;11;4;2007-06-24 00:00:00.000;2007-07-22 00:00:00.000;2007-07-25 00:00:00.000;3;29,60;Destination NZASL;Fauntleroy Circus 5678;London;NULL;10133;UK
10579;45;1;2007-06-25 00:00:00.000;2007-07-23 00:00:00.000;2007-07-04 00:00:00.000;2;13,73;Ship to 45-C;9012 Polk St. Suite 5;San Francisco;CA;10226;USA
10580;56;4;2007-06-26 00:00:00.000;2007-07-24 00:00:00.000;2007-07-01 00:00:00.000;3;75,89;Ship to 56-C;Mehrheimerstr. 2345;Köln;NULL;10260;Germany
10581;21;3;2007-06-26 00:00:00.000;2007-07-24 00:00:00.000;2007-07-02 00:00:00.000;1;3,01;Destination SSYXZ;Rua Orós, 3456;Sao Paulo;SP;10161;Brazil
10582;6;3;2007-06-27 00:00:00.000;2007-07-25 00:00:00.000;2007-07-14 00:00:00.000;2;27,71;Ship to 6-A;Forsterstr. 2345;Mannheim;NULL;10300;Germany
10583;87;2;2007-06-30 00:00:00.000;2007-07-28 00:00:00.000;2007-07-04 00:00:00.000;2;7,28;Ship to 87-C;Torikatu 3456;Oulu;NULL;10352;Finland
10584;7;4;2007-06-30 00:00:00.000;2007-07-28 00:00:00.000;2007-07-04 00:00:00.000;1;59,14;Ship to 7-B;1234, place Kléber;Strasbourg;NULL;10330;France
10585;88;7;2007-07-01 00:00:00.000;2007-07-29 00:00:00.000;2007-07-10 00:00:00.000;1;13,41;Ship to 88-A;Rua do Mercado, 4567;Resende;SP;10353;Brazil
10586;66;9;2007-07-02 00:00:00.000;2007-07-30 00:00:00.000;2007-07-09 00:00:00.000;1;0,48;Ship to 66-B;Strada Provinciale 1234;Reggio Emilia;NULL;10289;Italy
10587;61;1;2007-07-02 00:00:00.000;2007-07-30 00:00:00.000;2007-07-09 00:00:00.000;1;62,52;Ship to 61-C;Rua da Panificadora, 7890;Rio de Janeiro;RJ;10275;Brazil
10588;63;2;2007-07-03 00:00:00.000;2007-07-31 00:00:00.000;2007-07-10 00:00:00.000;3;194,67;Ship to 63-A;Taucherstraße 1234;Cunewalde;NULL;10279;Germany
10589;32;8;2007-07-04 00:00:00.000;2007-08-01 00:00:00.000;2007-07-14 00:00:00.000;2;4,42;Destination AVQUS;2345 Baker Blvd.;Eugene;OR;10190;USA
10590;51;4;2007-07-07 00:00:00.000;2007-08-04 00:00:00.000;2007-07-14 00:00:00.000;3;44,77;Ship to 51-B;7890 rue St. Laurent;Montréal;Québec;10245;Canada
10591;83;1;2007-07-07 00:00:00.000;2007-07-21 00:00:00.000;2007-07-16 00:00:00.000;1;55,92;Ship to 83-A;Smagsloget 0123;Århus;NULL;10339;Denmark
10592;44;3;2007-07-08 00:00:00.000;2007-08-05 00:00:00.000;2007-07-16 00:00:00.000;1;32,10;Ship to 44-B;Magazinweg 5678;Frankfurt a.M.;NULL;10223;Germany
10593;44;7;2007-07-09 00:00:00.000;2007-08-06 00:00:00.000;2007-08-13 00:00:00.000;2;174,20;Ship to 44-C;Magazinweg 6789;Frankfurt a.M.;NULL;10224;Germany
10594;55;3;2007-07-09 00:00:00.000;2007-08-06 00:00:00.000;2007-07-16 00:00:00.000;2;5,24;Ship to 55-B;8901 Bering St.;Anchorage;AK;10256;USA
10595;20;2;2007-07-10 00:00:00.000;2007-08-07 00:00:00.000;2007-07-14 00:00:00.000;1;96,78;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10596;89;8;2007-07-11 00:00:00.000;2007-08-08 00:00:00.000;2007-08-12 00:00:00.000;1;16,34;Ship to 89-C;9012 - 12th Ave. S.;Seattle;WA;10358;USA
10597;59;7;2007-07-11 00:00:00.000;2007-08-08 00:00:00.000;2007-07-18 00:00:00.000;3;35,12;Ship to 59-B;Geislweg 7890;Salzburg;NULL;10265;Austria
10598;65;1;2007-07-14 00:00:00.000;2007-08-11 00:00:00.000;2007-07-18 00:00:00.000;3;44,42;Ship to 65-C;9012 Milton Dr.;Albuquerque;NM;10287;USA
10599;11;6;2007-07-15 00:00:00.000;2007-08-26 00:00:00.000;2007-07-21 00:00:00.000;3;29,98;Destination DLEUN;Fauntleroy Circus 4567;London;NULL;10132;UK
10600;36;4;2007-07-16 00:00:00.000;2007-08-13 00:00:00.000;2007-07-21 00:00:00.000;1;45,13;Destination HOHCR;City Center Plaza 3456 Main St.;Elgin;OR;10201;USA
10601;35;7;2007-07-16 00:00:00.000;2007-08-27 00:00:00.000;2007-07-22 00:00:00.000;1;58,30;Destination UOUWK;Carrera 9012 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10197;Venezuela
10602;83;8;2007-07-17 00:00:00.000;2007-08-14 00:00:00.000;2007-07-22 00:00:00.000;2;2,92;Ship to 83-A;Smagsloget 0123;Århus;NULL;10339;Denmark
10603;71;8;2007-07-18 00:00:00.000;2007-08-15 00:00:00.000;2007-08-08 00:00:00.000;2;48,77;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
10604;28;1;2007-07-18 00:00:00.000;2007-08-15 00:00:00.000;2007-07-29 00:00:00.000;1;7,46;Destination CIRQO;Jardim das rosas n. 8901;Lisboa;NULL;10176;Portugal
10605;51;1;2007-07-21 00:00:00.000;2007-08-18 00:00:00.000;2007-07-29 00:00:00.000;2;379,13;Ship to 51-B;7890 rue St. Laurent;Montréal;Québec;10245;Canada
10606;81;4;2007-07-22 00:00:00.000;2007-08-19 00:00:00.000;2007-07-31 00:00:00.000;3;79,40;Ship to 81-C;Av. Inês de Castro, 7890;Sao Paulo;SP;10336;Brazil
10607;71;5;2007-07-22 00:00:00.000;2007-08-19 00:00:00.000;2007-07-25 00:00:00.000;1;200,24;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
10608;79;4;2007-07-23 00:00:00.000;2007-08-20 00:00:00.000;2007-08-01 00:00:00.000;2;27,79;Ship to 79-C;Luisenstr. 9012;Münster;NULL;10328;Germany
10609;18;7;2007-07-24 00:00:00.000;2007-08-21 00:00:00.000;2007-07-30 00:00:00.000;2;1,85;Destination SNPXM;0123, rue des Cinquante Otages;Nantes;NULL;10148;France
10610;41;8;2007-07-25 00:00:00.000;2007-08-22 00:00:00.000;2007-08-06 00:00:00.000;1;26,78;Ship to 41-C;0123 rue Alsace-Lorraine;Toulouse;NULL;10218;France
10611;91;6;2007-07-25 00:00:00.000;2007-08-22 00:00:00.000;2007-08-01 00:00:00.000;2;80,65;Ship to 91-B;ul. Filtrowa 6789;Warszawa;NULL;10365;Poland
10612;71;1;2007-07-28 00:00:00.000;2007-08-25 00:00:00.000;2007-08-01 00:00:00.000;2;544,08;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
10613;35;4;2007-07-29 00:00:00.000;2007-08-26 00:00:00.000;2007-08-01 00:00:00.000;2;8,11;Destination JYDLM;Carrera1234 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10199;Venezuela
10614;6;8;2007-07-29 00:00:00.000;2007-08-26 00:00:00.000;2007-08-01 00:00:00.000;3;1,93;Ship to 6-A;Forsterstr. 2345;Mannheim;NULL;10300;Germany
10615;90;2;2007-07-30 00:00:00.000;2007-08-27 00:00:00.000;2007-08-06 00:00:00.000;3;0,75;Ship to 90-B;Keskuskatu 3456;Helsinki;NULL;10362;Finland
10616;32;1;2007-07-31 00:00:00.000;2007-08-28 00:00:00.000;2007-08-05 00:00:00.000;2;116,53;Destination LLUXZ;1234 Baker Blvd.;Eugene;OR;10189;USA
10617;32;4;2007-07-31 00:00:00.000;2007-08-28 00:00:00.000;2007-08-04 00:00:00.000;2;18,53;Destination AVQUS;2345 Baker Blvd.;Eugene;OR;10190;USA
10618;51;1;2007-08-01 00:00:00.000;2007-09-12 00:00:00.000;2007-08-08 00:00:00.000;1;154,68;Ship to 51-C;8901 rue St. Laurent;Montréal;Québec;10246;Canada
10619;51;3;2007-08-04 00:00:00.000;2007-09-01 00:00:00.000;2007-08-07 00:00:00.000;3;91,05;Ship to 51-B;7890 rue St. Laurent;Montréal;Québec;10245;Canada
10620;42;2;2007-08-05 00:00:00.000;2007-09-02 00:00:00.000;2007-08-14 00:00:00.000;3;0,94;Ship to 42-A;1234 Elm St.;Vancouver;BC;10219;Canada
10621;38;4;2007-08-05 00:00:00.000;2007-09-02 00:00:00.000;2007-08-11 00:00:00.000;2;23,73;Destination LMVGS;Garden House Crowther Way 8901;Cowes;Isle of Wight;10206;UK
10622;67;4;2007-08-06 00:00:00.000;2007-09-03 00:00:00.000;2007-08-11 00:00:00.000;3;50,97;Ship to 67-A;Av. Copacabana, 3456;Rio de Janeiro;RJ;10291;Brazil
10623;25;8;2007-08-07 00:00:00.000;2007-09-04 00:00:00.000;2007-08-12 00:00:00.000;2;97,18;Destination VAPXU;Berliner Platz 0123;München;NULL;10168;Germany
10624;78;4;2007-08-07 00:00:00.000;2007-09-04 00:00:00.000;2007-08-19 00:00:00.000;2;94,80;Ship to 78-C;6789 Grizzly Peak Rd.;Butte;MT;10325;USA
10625;2;3;2007-08-08 00:00:00.000;2007-09-05 00:00:00.000;2007-08-14 00:00:00.000;1;43,90;Destination QOTQA;Avda. de la Constitución 3456;México D.F.;NULL;10181;Mexico
10626;5;1;2007-08-11 00:00:00.000;2007-09-08 00:00:00.000;2007-08-20 00:00:00.000;2;138,69;Ship to 5-A;Berguvsvägen  9012;Luleå;NULL;10267;Sweden
10627;71;8;2007-08-11 00:00:00.000;2007-09-22 00:00:00.000;2007-08-21 00:00:00.000;3;107,46;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10628;7;4;2007-08-12 00:00:00.000;2007-09-09 00:00:00.000;2007-08-20 00:00:00.000;3;30,36;Ship to 7-B;1234, place Kléber;Strasbourg;NULL;10330;France
10629;30;4;2007-08-12 00:00:00.000;2007-09-09 00:00:00.000;2007-08-20 00:00:00.000;3;85,46;Destination IIYDD;C/ Romero, 5678;Sevilla;NULL;10183;Spain
10630;39;1;2007-08-13 00:00:00.000;2007-09-10 00:00:00.000;2007-08-19 00:00:00.000;2;32,35;Destination RMBHM;Maubelstr. 1234;Brandenburg;NULL;10209;Germany
10631;41;8;2007-08-14 00:00:00.000;2007-09-11 00:00:00.000;2007-08-15 00:00:00.000;1;0,87;Destination OLJND;8901 rue Alsace-Lorraine;Toulouse;NULL;10216;France
10632;86;8;2007-08-14 00:00:00.000;2007-09-11 00:00:00.000;2007-08-19 00:00:00.000;1;41,38;Ship to 86-C;Adenauerallee 0123;Stuttgart;NULL;10349;Germany
10633;20;7;2007-08-15 00:00:00.000;2007-09-12 00:00:00.000;2007-08-18 00:00:00.000;3;477,90;Destination FFXKT;Kirchgasse 0123;Graz;NULL;10158;Austria
10634;23;4;2007-08-15 00:00:00.000;2007-09-12 00:00:00.000;2007-08-21 00:00:00.000;3;487,38;Destination AGPCO;6789, chaussée de Tournai;Lille;NULL;10164;France
10635;49;8;2007-08-18 00:00:00.000;2007-09-15 00:00:00.000;2007-08-21 00:00:00.000;3;47,46;Ship to 49-A;Via Ludovico il Moro 8901;Bergamo;NULL;10235;Italy
10636;87;4;2007-08-19 00:00:00.000;2007-09-16 00:00:00.000;2007-08-26 00:00:00.000;1;1,15;Ship to 87-A;Torikatu 1234;Oulu;NULL;10350;Finland
10637;62;6;2007-08-19 00:00:00.000;2007-09-16 00:00:00.000;2007-08-26 00:00:00.000;1;201,29;Ship to 62-C;Alameda dos Canàrios, 0123;Sao Paulo;SP;10278;Brazil
10638;47;3;2007-08-20 00:00:00.000;2007-09-17 00:00:00.000;2007-09-01 00:00:00.000;1;158,44;Ship to 47-B;Ave. 5 de Mayo Porlamar 4567;I. de Margarita;Nueva Esparta;10231;Venezuela
10639;70;7;2007-08-20 00:00:00.000;2007-09-17 00:00:00.000;2007-08-27 00:00:00.000;3;38,64;Ship to 70-B;Erling Skakkes gate 5678;Stavern;NULL;10303;Norway
10640;86;4;2007-08-21 00:00:00.000;2007-09-18 00:00:00.000;2007-08-28 00:00:00.000;1;23,55;Ship to 86-A;Adenauerallee 8901;Stuttgart;NULL;10347;Germany
10641;35;4;2007-08-22 00:00:00.000;2007-09-19 00:00:00.000;2007-08-26 00:00:00.000;2;179,61;Destination JYDLM;Carrera1234 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10199;Venezuela
10642;73;7;2007-08-22 00:00:00.000;2007-09-19 00:00:00.000;2007-09-05 00:00:00.000;3;41,89;Ship to 73-C;Vinbæltet 2345;Kobenhavn;NULL;10311;Denmark
10643;1;6;2007-08-25 00:00:00.000;2007-09-22 00:00:00.000;2007-09-02 00:00:00.000;1;29,46;Destination LOUIE;Obere Str. 6789;Berlin;NULL;10154;Germany
10644;88;3;2007-08-25 00:00:00.000;2007-09-22 00:00:00.000;2007-09-01 00:00:00.000;2;0,14;Ship to 88-A;Rua do Mercado, 4567;Resende;SP;10353;Brazil
10645;34;4;2007-08-26 00:00:00.000;2007-09-23 00:00:00.000;2007-09-02 00:00:00.000;1;12,41;Destination DPCVR;Rua do Paço, 6789;Rio de Janeiro;RJ;10194;Brazil
10646;37;9;2007-08-27 00:00:00.000;2007-10-08 00:00:00.000;2007-09-03 00:00:00.000;3;142,33;Destination ATSOA;4567 Johnstown Road;Cork;Co. Cork;10202;Ireland
10647;61;4;2007-08-27 00:00:00.000;2007-09-10 00:00:00.000;2007-09-03 00:00:00.000;2;45,54;Ship to 61-B;Rua da Panificadora, 6789;Rio de Janeiro;RJ;10274;Brazil
10648;67;5;2007-08-28 00:00:00.000;2007-10-09 00:00:00.000;2007-09-09 00:00:00.000;2;14,25;Ship to 67-C;Av. Copacabana, 5678;Rio de Janeiro;RJ;10293;Brazil
10649;50;5;2007-08-28 00:00:00.000;2007-09-25 00:00:00.000;2007-08-29 00:00:00.000;3;6,20;Ship to 50-B;Rue Joseph-Bens 4567;Bruxelles;NULL;10242;Belgium
10650;21;5;2007-08-29 00:00:00.000;2007-09-26 00:00:00.000;2007-09-03 00:00:00.000;3;176,81;Destination SSYXZ;Rua Orós, 3456;Sao Paulo;SP;10161;Brazil
10651;86;8;2007-09-01 00:00:00.000;2007-09-29 00:00:00.000;2007-09-11 00:00:00.000;2;20,60;Ship to 86-A;Adenauerallee 8901;Stuttgart;NULL;10347;Germany
10652;31;4;2007-09-01 00:00:00.000;2007-09-29 00:00:00.000;2007-09-08 00:00:00.000;2;7,14;Destination VNIAG;Av. Brasil, 9012;Campinas;SP;10187;Brazil
10653;25;1;2007-09-02 00:00:00.000;2007-09-30 00:00:00.000;2007-09-19 00:00:00.000;1;93,25;Destination QOCBL;Berliner Platz 1234;München;NULL;10169;Germany
10654;5;5;2007-09-02 00:00:00.000;2007-09-30 00:00:00.000;2007-09-11 00:00:00.000;1;55,26;Ship to 5-C;Berguvsvägen  1234;Luleå;NULL;10269;Sweden
10655;66;1;2007-09-03 00:00:00.000;2007-10-01 00:00:00.000;2007-09-11 00:00:00.000;2;4,41;Ship to 66-B;Strada Provinciale 1234;Reggio Emilia;NULL;10289;Italy
10656;32;6;2007-09-04 00:00:00.000;2007-10-02 00:00:00.000;2007-09-10 00:00:00.000;1;57,15;Destination AVQUS;2345 Baker Blvd.;Eugene;OR;10190;USA
10657;71;2;2007-09-04 00:00:00.000;2007-10-02 00:00:00.000;2007-09-15 00:00:00.000;2;352,69;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
10658;63;4;2007-09-05 00:00:00.000;2007-10-03 00:00:00.000;2007-09-08 00:00:00.000;1;364,15;Ship to 63-C;Taucherstraße 3456;Cunewalde;NULL;10281;Germany
10659;62;7;2007-09-05 00:00:00.000;2007-10-03 00:00:00.000;2007-09-10 00:00:00.000;2;105,81;Ship to 62-B;Alameda dos Canàrios, 9012;Sao Paulo;SP;10277;Brazil
10660;36;8;2007-09-08 00:00:00.000;2007-10-06 00:00:00.000;2007-10-15 00:00:00.000;1;111,29;Destination HOHCR;City Center Plaza 3456 Main St.;Elgin;OR;10201;USA
10661;37;7;2007-09-09 00:00:00.000;2007-10-07 00:00:00.000;2007-09-15 00:00:00.000;3;17,55;Destination ATSOA;4567 Johnstown Road;Cork;Co. Cork;10202;Ireland
10662;48;3;2007-09-09 00:00:00.000;2007-10-07 00:00:00.000;2007-09-18 00:00:00.000;2;1,28;Ship to 48-C;7890 Chiaroscuro Rd.;Portland;OR;10234;USA
10663;9;2;2007-09-10 00:00:00.000;2007-09-24 00:00:00.000;2007-10-03 00:00:00.000;2;113,15;Ship to 9-B;9012, rue des Bouchers;Marseille;NULL;10368;France
10664;28;1;2007-09-10 00:00:00.000;2007-10-08 00:00:00.000;2007-09-19 00:00:00.000;3;1,27;Destination OTSWR;Jardim das rosas n. 9012;Lisboa;NULL;10177;Portugal
10665;48;1;2007-09-11 00:00:00.000;2007-10-09 00:00:00.000;2007-09-17 00:00:00.000;2;26,31;Ship to 48-B;6789 Chiaroscuro Rd.;Portland;OR;10233;USA
10666;68;7;2007-09-12 00:00:00.000;2007-10-10 00:00:00.000;2007-09-22 00:00:00.000;2;232,42;Ship to 68-A;Starenweg 6789;Genève;NULL;10294;Switzerland
10667;20;7;2007-09-12 00:00:00.000;2007-10-10 00:00:00.000;2007-09-19 00:00:00.000;1;78,09;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10668;86;1;2007-09-15 00:00:00.000;2007-10-13 00:00:00.000;2007-09-23 00:00:00.000;2;47,22;Ship to 86-C;Adenauerallee 0123;Stuttgart;NULL;10349;Germany
10669;73;2;2007-09-15 00:00:00.000;2007-10-13 00:00:00.000;2007-09-22 00:00:00.000;1;24,39;Ship to 73-A;Vinbæltet 1234;Kobenhavn;NULL;10310;Denmark
10670;25;4;2007-09-16 00:00:00.000;2007-10-14 00:00:00.000;2007-09-18 00:00:00.000;1;203,48;Destination QOCBL;Berliner Platz 1234;München;NULL;10169;Germany
10671;26;1;2007-09-17 00:00:00.000;2007-10-15 00:00:00.000;2007-09-24 00:00:00.000;1;30,34;Destination OPXJT;4567, rue Royale;Nantes;NULL;10172;France
10672;5;9;2007-09-17 00:00:00.000;2007-10-01 00:00:00.000;2007-09-26 00:00:00.000;2;95,75;Ship to 5-C;Berguvsvägen  1234;Luleå;NULL;10269;Sweden
10673;90;2;2007-09-18 00:00:00.000;2007-10-16 00:00:00.000;2007-09-19 00:00:00.000;1;22,76;Ship to 90-B;Keskuskatu 3456;Helsinki;NULL;10362;Finland
10674;38;4;2007-09-18 00:00:00.000;2007-10-16 00:00:00.000;2007-09-30 00:00:00.000;2;0,90;Destination QVTLW;Garden House Crowther Way 7890;Cowes;Isle of Wight;10205;UK
10675;25;5;2007-09-19 00:00:00.000;2007-10-17 00:00:00.000;2007-09-23 00:00:00.000;2;31,85;Destination WEGWI;Berliner Platz 2345;München;NULL;10170;Germany
10676;80;2;2007-09-22 00:00:00.000;2007-10-20 00:00:00.000;2007-09-29 00:00:00.000;2;2,01;Ship to 80-C;Avda. Azteca 5678;México D.F.;NULL;10334;Mexico
10677;3;1;2007-09-22 00:00:00.000;2007-10-20 00:00:00.000;2007-09-26 00:00:00.000;3;4,03;Destination LANNN;Mataderos  4567;México D.F.;NULL;10212;Mexico
